"id","chemical_name","chemical_id","protein_name","protein_id","relation_name","relation_type","relation_id","evidence_type","source_type","source_link","dikb_link"
128,lovastatin,,cyp3a4,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/page/structuredProductLabelMetadata/d3620ebe-87e1-4a93-96cc-ff20ddbb30b2,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/lovastatin_substrate_of_cyp3a4.html
129,lovastatin,,cyp3a4,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_PK_DDI_RCT,http://www.ncbi.nlm.nih.gov/pubmed/8689812,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/lovastatin_substrate_of_cyp3a4.html
130,clozapine-N-oxide,,cyp2d6,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE AGAINST,EV_PK_DDI_NR,http://www.ncbi.nlm.nih.gov/pubmed/11147928,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/clozapine-N-oxide_substrate_of_cyp2d6.html
131,clozapine,,cyp2d6,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/883b5d43-0339-7dc1-f775-93791fb9b978,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/clozapine_substrate_of_cyp2d6.html
132,clozapine,,cyp2d6,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_PK_DDI_NR,http://www.ncbi.nlm.nih.gov/pubmed/11147928,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/clozapine_substrate_of_cyp2d6.html
133,dehydro-aripiprazole,,cyp3a4,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/c040bd1d-45b7-49f2-93ea-aed7220b30ac,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/dehydro-aripiprazole_substrate_of_cyp3a4.html
134,dehydro-aripiprazole,,cyp3a4,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_PK_DDI_NR,http://www.ncbi.nlm.nih.gov/pubmed/15770075,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/dehydro-aripiprazole_substrate_of_cyp3a4.html
136,perphenazine,,cyp1a2,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_EX_Met_Enz_ID_Cyp450_Hum_Microsome_Chem,http://www.ncbi.nlm.nih.gov/pubmed/11136295,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/perphenazine_substrate_of_cyp1a2.html
137,perphenazine,,cyp1a2,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_EX_Met_Enz_ID_Cyp450_Hum_Recom,http://www.ncbi.nlm.nih.gov/pubmed/11136295,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/perphenazine_substrate_of_cyp1a2.html
138,dabigatran,,p-glycoprotein,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/dabigatran_substrate_of_p-glycoprotein.html
139,clozapine,,cyp1a2,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/883b5d43-0339-7dc1-f775-93791fb9b978,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/clozapine_substrate_of_cyp1a2.html
140,clozapine,,cyp1a2,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_EX_Met_Enz_ID_Cyp450_Hum_Microsome_Chem,http://www.ncbi.nlm.nih.gov/pubmed/9384460,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/clozapine_substrate_of_cyp1a2.html
141,aripiprazole,,cyp2a6,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/c040bd1d-45b7-49f2-93ea-aed7220b30ac,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/aripiprazole_substrate_of_cyp2a6.html
142,S-demethylcitalopram,,cyp2d6,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_EX_Met_Enz_ID_Cyp450_Hum_Microsome_Chem,http://www.ncbi.nlm.nih.gov/pubmed/11454728,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/S-demethylcitalopram_substrate_of_cyp2d6.html
143,iloperidone,,cyp3a4,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/33f60b40-3fca-11de-8f56-0002a5d5c51b,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/iloperidone_substrate_of_cyp3a4.html
144,escitalopram,,cyp2c19,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/13bb8267-1cab-43e5-acae-55a4d957630a,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/escitalopram_substrate_of_cyp2c19.html
145,escitalopram,,cyp2c19,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_EX_Met_Enz_ID_Cyp450_Hum_Microsome_Chem,http://www.ncbi.nlm.nih.gov/pubmed/11454728,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/escitalopram_substrate_of_cyp2c19.html
147,perphenazine,,cyp2d6,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_EX_Met_Enz_ID_Cyp450_Hum_Microsome_Chem,http://www.ncbi.nlm.nih.gov/pubmed/11136295,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/perphenazine_substrate_of_cyp2d6.html
148,perphenazine,,cyp2d6,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_EX_Met_Enz_ID_Cyp450_Hum_Recom,http://www.ncbi.nlm.nih.gov/pubmed/11136295,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/perphenazine_substrate_of_cyp2d6.html
149,perphenazine,,cyp2d6,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_PK_DDI_RCT,http://www.ncbi.nlm.nih.gov/pubmed/9333110,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/perphenazine_substrate_of_cyp2d6.html
150,perphenazine,,cyp2d6,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_CT_PK_Genotype,http://www.ncbi.nlm.nih.gov/pubmed/17429316,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/perphenazine_substrate_of_cyp2d6.html
151,perphenazine,,cyp2d6,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_CT_PK_Genotype,http://www.ncbi.nlm.nih.gov/pubmed/8689810,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/perphenazine_substrate_of_cyp2d6.html
152,tamoxifen,,cyp2d6,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/407a372d-4448-4d53-afd4-eb0e74bbc336,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/tamoxifen_substrate_of_cyp2d6.html
153,sitagliptin,,p-glycoprotein,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/sitagliptin_substrate_of_p-glycoprotein.html
154,N-demethyldesacetyl-diltiazem,,cyp2d6,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_CT_PK_Genotype,http://www.ncbi.nlm.nih.gov/pubmed/12235455,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/N-demethyldesacetyl-diltiazem_substrate_of_cyp2d6.html
156,ziprasidone,,cyp1a2,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_EX_Met_Enz_ID_Cyp450_Hum_Microsome_Chem,http://www.ncbi.nlm.nih.gov/pubmed/10771452,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/ziprasidone_substrate_of_cyp1a2.html
157,ziprasidone,,cyp1a2,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/8326928a-2cb6-4f7f-9712-03a425a14c37,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/ziprasidone_substrate_of_cyp1a2.html
158,ziprasidone,,cyp1a2,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE AGAINST,EV_EX_Met_Enz_ID_Cyp450_Hum_Recom,http://www.ncbi.nlm.nih.gov/pubmed/10771452,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/ziprasidone_substrate_of_cyp1a2.html
162,zaleplon,,cyp2d6,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/71be4cb7-a42f-43be-9b9b-f090edb2fd21,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/zaleplon_substrate_of_cyp2d6.html
163,mirtazapine,,cyp2e1,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE AGAINST,EV_EX_Met_Enz_ID_Cyp450_Hum_Recom,http://www.ncbi.nlm.nih.gov/pubmed/10997935,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/mirtazapine_substrate_of_cyp2e1.html
164,pitavastatin,,oatp1b3,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/pitavastatin_substrate_of_oatp1b3.html
166,pitavastatin,,oatp1b1,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/pitavastatin_substrate_of_oatp1b1.html
167,quetiapine,,cyp2c19,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE AGAINST,EV_EX_Met_Enz_ID_Cyp450_Hum_Recom,http://www.ncbi.nlm.nih.gov/pubmed/16390352,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/quetiapine_substrate_of_cyp2c19.html
172,iloperidone,,cyp2c19,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/33f60b40-3fca-11de-8f56-0002a5d5c51b,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/iloperidone_substrate_of_cyp2c19.html
174,olanzapine,,cyp2d6,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/page/structuredProductLabelMetadata/d5051fbc-846b-4946-82df-341fb1216341,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/olanzapine_substrate_of_cyp2d6.html
175,clarithromycin,,cyp1a2,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE AGAINST,EV_EX_Met_Enz_ID_Cyp450_Hum_Microsome_Chem,http://www.ncbi.nlm.nih.gov/pubmed/9152603,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/clarithromycin_substrate_of_cyp1a2.html
176,dabigatran-etexilate,,p-glycoprotein,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/dabigatran-etexilate_substrate_of_p-glycoprotein.html
177,citalopram,,cyp3a4,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_EX_Met_Enz_ID_Cyp450_Hum_Microsome_Chem,http://www.ncbi.nlm.nih.gov/pubmed/10494454,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/citalopram_substrate_of_cyp3a4.html
178,citalopram,,cyp3a4,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/62f9e5da-6215-4d6d-8601-ea01ec2655ab,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/citalopram_substrate_of_cyp3a4.html
179,clozapine,,cyp3a4,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/883b5d43-0339-7dc1-f775-93791fb9b978,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/clozapine_substrate_of_cyp3a4.html
180,clozapine,,cyp3a4,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_EX_Met_Enz_ID_Cyp450_Hum_Recom_Chem,http://www.ncbi.nlm.nih.gov/pubmed/9384460,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/clozapine_substrate_of_cyp3a4.html
181,pantoprazole,,cyp2c19,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/742ca9f4-9fba-44d4-29a8-1fe3a04f1af6,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/pantoprazole_substrate_of_cyp2c19.html
182,mirtazapine,,cyp2d6,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/31f48378-27db-424f-a4c5-82584a553c35,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/mirtazapine_substrate_of_cyp2d6.html
183,mirtazapine,,cyp2d6,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_EX_Met_Enz_ID_Cyp450_Hum_Microsome_Chem,http://www.ncbi.nlm.nih.gov/pubmed/10997935,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/mirtazapine_substrate_of_cyp2d6.html
185,talinolol,,p-glycoprotein,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/talinolol_substrate_of_p-glycoprotein.html
186,pimozide,,cyp3a4,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/pimozide_substrate_of_cyp3a4.html
187,ambrisentan,,p-glycoprotein,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/ambrisentan_substrate_of_p-glycoprotein.html
190,imatinib,,p-glycoprotein,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/imatinib_substrate_of_p-glycoprotein.html
191,nilotinib,,p-glycoprotein,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/nilotinib_substrate_of_p-glycoprotein.html
196,R-citalopram,,cyp2c19,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_EX_Met_Enz_ID_Cyp450_Hum_Microsome_Chem,http://www.ncbi.nlm.nih.gov/pubmed/11454728,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/R-citalopram_substrate_of_cyp2c19.html
200,digoxin,,p-glycoprotein,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/digoxin_substrate_of_p-glycoprotein.html
201,cinacalcet,,cyp1a2,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/45028573-13c4-4c8b-ae62-6c75bba97c81,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/cinacalcet_substrate_of_cyp1a2.html
203,aripiprazole,,cyp2e1,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/c040bd1d-45b7-49f2-93ea-aed7220b30ac,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/aripiprazole_substrate_of_cyp2e1.html
205,quetiapine,,cyp2c9,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE AGAINST,EV_EX_Met_Enz_ID_Cyp450_Hum_Recom,http://www.ncbi.nlm.nih.gov/pubmed/16390352,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/quetiapine_substrate_of_cyp2c9.html
206,cyclosporine,,cyp3a4,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/cyclosporine_substrate_of_cyp3a4.html
207,tamoxifen,,cyp2c9,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/407a372d-4448-4d53-afd4-eb0e74bbc336,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/tamoxifen_substrate_of_cyp2c9.html
208,ziprasidone,,cyp2c9,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE AGAINST,EV_EX_Met_Enz_ID_Cyp450_Hum_Recom,http://www.ncbi.nlm.nih.gov/pubmed/10771452,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/ziprasidone_substrate_of_cyp2c9.html
210,pantoprazole,,cyp3a4,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/742ca9f4-9fba-44d4-29a8-1fe3a04f1af6,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/pantoprazole_substrate_of_cyp3a4.html
212,beta-hydroxy-lovastatin,,cyp3a4,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_EX_Met_Enz_ID_Cyp450_Hum_Microsome_Chem,http://www.ncbi.nlm.nih.gov/pubmed/9929499,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/beta-hydroxy-lovastatin_substrate_of_cyp3a4.html
213,beta-hydroxy-lovastatin,,cyp3a4,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_PK_DDI_RCT,http://www.ncbi.nlm.nih.gov/pubmed/8689812,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/beta-hydroxy-lovastatin_substrate_of_cyp3a4.html
214,R-citalopram,,cyp3a4,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_EX_Met_Enz_ID_Cyp450_Hum_Microsome_Chem,http://www.ncbi.nlm.nih.gov/pubmed/11454728,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/R-citalopram_substrate_of_cyp3a4.html
215,clarithromycin,,cyp3a4,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_EX_Met_Enz_ID_Cyp450_Hum_Microsome_Chem,http://www.ncbi.nlm.nih.gov/pubmed/9152603,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/clarithromycin_substrate_of_cyp3a4.html
216,clarithromycin,,cyp3a4,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_EX_Met_Enz_ID_Cyp450_Hum_Recom,http://www.ncbi.nlm.nih.gov/pubmed/12124305,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/clarithromycin_substrate_of_cyp3a4.html
217,mirtazapine,,cyp2b6,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE AGAINST,EV_EX_Met_Enz_ID_Cyp450_Hum_Recom,http://www.ncbi.nlm.nih.gov/pubmed/10997935,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/mirtazapine_substrate_of_cyp2b6.html
218,aripiprazole,,cyp2c19,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/c040bd1d-45b7-49f2-93ea-aed7220b30ac,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/aripiprazole_substrate_of_cyp2c19.html
219,fexofenadine,,p-glycoprotein,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/fexofenadine_substrate_of_p-glycoprotein.html
220,aripiprazole,,cyp2d6,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/c040bd1d-45b7-49f2-93ea-aed7220b30ac,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/aripiprazole_substrate_of_cyp2d6.html
221,repaglinide,,oatp1b1,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/repaglinide_substrate_of_oatp1b1.html
223,perphenazine,,cyp2c19,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_EX_Met_Enz_ID_Cyp450_Hum_Recom,http://www.ncbi.nlm.nih.gov/pubmed/11136295,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/perphenazine_substrate_of_cyp2c19.html
224,escitalopram,,cyp3a4,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_EX_Met_Enz_ID_Cyp450_Hum_Microsome_Chem,http://www.ncbi.nlm.nih.gov/pubmed/11454728,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/escitalopram_substrate_of_cyp3a4.html
229,paclitaxel,,cyp2c8,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/paclitaxel_substrate_of_cyp2c8.html
231,saxagliptin,,p-glycoprotein,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/saxagliptin_substrate_of_p-glycoprotein.html
232,maraviroc,,p-glycoprotein,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/maraviroc_substrate_of_p-glycoprotein.html
233,clarithromycin,,cyp2d6,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE AGAINST,EV_EX_Met_Enz_ID_Cyp450_Hum_Microsome_Chem,http://www.ncbi.nlm.nih.gov/pubmed/9152603,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/clarithromycin_substrate_of_cyp2d6.html
234,mirtazapine,,cyp2a6,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE AGAINST,EV_EX_Met_Enz_ID_Cyp450_Hum_Recom,http://www.ncbi.nlm.nih.gov/pubmed/10997935,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/mirtazapine_substrate_of_cyp2a6.html
236,ziprasidone,,cyp3a4,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/8326928a-2cb6-4f7f-9712-03a425a14c37,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/ziprasidone_substrate_of_cyp3a4.html
