cui	eg_uri	obo
C0039231	http://dikb.org/ad#C0039231	http://purl.obolibrary.org/obo/HP_0001649
C0151878	http://dikb.org/ad#C0151878	http://purl.obolibrary.org/obo/HP_0001657
C0027051	http://dikb.org/ad#C0027051	http://purl.obolibrary.org/obo/HP_0001658
C0428977	http://dikb.org/ad#C0428977	http://purl.obolibrary.org/obo/HP_0001662
C0040479	http://dikb.org/ad#C0040479	http://purl.obolibrary.org/obo/HP_0001664
C0010054	http://dikb.org/ad#C0010054	http://purl.obolibrary.org/obo/HP_0001677
C0004245	http://dikb.org/ad#C0004245	http://purl.obolibrary.org/obo/HP_0001678
C0003492	http://dikb.org/ad#C0003492	http://purl.obolibrary.org/obo/HP_0001680
C0002962	http://dikb.org/ad#C0002962	http://purl.obolibrary.org/obo/HP_0001681
C0018790	http://dikb.org/ad#C0018790	http://purl.obolibrary.org/obo/HP_0001695
C0031039	http://dikb.org/ad#C0031039	http://purl.obolibrary.org/obo/HP_0001698
C0011071	http://dikb.org/ad#C0011071	http://purl.obolibrary.org/obo/HP_0001699
C0149721	http://dikb.org/ad#C0149721	http://purl.obolibrary.org/obo/HP_0001712
C1611184	http://dikb.org/ad#C1611184	http://purl.obolibrary.org/obo/HP_0001717
C0030305	http://dikb.org/ad#C0030305	http://purl.obolibrary.org/obo/HP_0001733
C1848606	http://dikb.org/ad#C1848606	http://purl.obolibrary.org/obo/HP_0001756
C1262477	http://dikb.org/ad#C1262477	http://purl.obolibrary.org/obo/HP_0001824
C0002888	http://dikb.org/ad#C0002888	http://purl.obolibrary.org/obo/HP_0001889
C0162316	http://dikb.org/ad#C0162316	http://purl.obolibrary.org/obo/HP_0001891
C0002871	http://dikb.org/ad#C0002871	http://purl.obolibrary.org/obo/HP_0001903
C0040038	http://dikb.org/ad#C0040038	http://purl.obolibrary.org/obo/HP_0001907
C0023418	http://dikb.org/ad#C0023418	http://purl.obolibrary.org/obo/HP_0001909
C0020615	http://dikb.org/ad#C0020615	http://purl.obolibrary.org/obo/HP_0001943
C0011175	http://dikb.org/ad#C0011175	http://purl.obolibrary.org/obo/HP_0001944
C0015967	http://dikb.org/ad#C0015967	http://purl.obolibrary.org/obo/HP_0001945
C0022638	http://dikb.org/ad#C0022638	http://purl.obolibrary.org/obo/HP_0001946
C0271650	http://dikb.org/ad#C0271650	http://purl.obolibrary.org/obo/HP_0001952
C0011880	http://dikb.org/ad#C0011880	http://purl.obolibrary.org/obo/HP_0001953
C0220982	http://dikb.org/ad#C0220982	http://purl.obolibrary.org/obo/HP_0001993
C0018099	http://dikb.org/ad#C0018099	http://purl.obolibrary.org/obo/HP_0001997
C0011168	http://dikb.org/ad#C0011168	http://purl.obolibrary.org/obo/HP_0002015
C0027497	http://dikb.org/ad#C0027497	http://purl.obolibrary.org/obo/HP_0002018
C0009806	http://dikb.org/ad#C0009806	http://purl.obolibrary.org/obo/HP_0002019
C0003123	http://dikb.org/ad#C0003123	http://purl.obolibrary.org/obo/HP_0002039
C0020672	http://dikb.org/ad#C0020672	http://purl.obolibrary.org/obo/HP_0002045
C0235946	http://dikb.org/ad#C0235946	http://purl.obolibrary.org/obo/HP_0002059
C0026837	http://dikb.org/ad#C0026837	http://purl.obolibrary.org/obo/HP_0002063
C0233565	http://dikb.org/ad#C0233565	http://purl.obolibrary.org/obo/HP_0002067
C0234133	http://dikb.org/ad#C0234133	http://purl.obolibrary.org/obo/HP_0002071
C0008489	http://dikb.org/ad#C0008489	http://purl.obolibrary.org/obo/HP_0002072
C0234979	http://dikb.org/ad#C0234979	http://purl.obolibrary.org/obo/HP_0002075
C0149931	http://dikb.org/ad#C0149931	http://purl.obolibrary.org/obo/HP_0002076
C0032285	http://dikb.org/ad#C0032285	http://purl.obolibrary.org/obo/HP_0002090
C0013404	http://dikb.org/ad#C0013404	http://purl.obolibrary.org/obo/HP_0002094
C0004096	http://dikb.org/ad#C0004096	http://purl.obolibrary.org/obo/HP_0002099
C0038220	http://dikb.org/ad#C0038220	http://purl.obolibrary.org/obo/HP_0002133
C0038525	http://dikb.org/ad#C0038525	http://purl.obolibrary.org/obo/HP_0002138
C0948008	http://dikb.org/ad#C0948008	http://purl.obolibrary.org/obo/HP_0002140
C0338451	http://dikb.org/ad#C0338451	http://purl.obolibrary.org/obo/HP_0002145
C0740394	http://dikb.org/ad#C0740394	http://purl.obolibrary.org/obo/HP_0002149
C0020557	http://dikb.org/ad#C0020557	http://purl.obolibrary.org/obo/HP_0002155
C0019880	http://dikb.org/ad#C0019880	http://purl.obolibrary.org/obo/HP_0002156
C0151699	http://dikb.org/ad#C0151699	http://purl.obolibrary.org/obo/HP_0002170
C0017639	http://dikb.org/ad#C0017639	http://purl.obolibrary.org/obo/HP_0002171
C1397014	http://dikb.org/ad#C1397014	http://purl.obolibrary.org/obo/HP_0002172
C0027746	http://dikb.org/ad#C0027746	http://purl.obolibrary.org/obo/HP_0002180
C0006114	http://dikb.org/ad#C0006114	http://purl.obolibrary.org/obo/HP_0002181
C0085400	http://dikb.org/ad#C0085400	http://purl.obolibrary.org/obo/HP_0002185
C0003635	http://dikb.org/ad#C0003635	http://purl.obolibrary.org/obo/HP_0002186
C0234533	http://dikb.org/ad#C0234533	http://purl.obolibrary.org/obo/HP_0002197
C0019209	http://dikb.org/ad#C0019209	http://purl.obolibrary.org/obo/HP_0002240
C0085623	http://dikb.org/ad#C0085623	http://purl.obolibrary.org/obo/HP_0002304
C0520966	http://dikb.org/ad#C0520966	http://purl.obolibrary.org/obo/HP_0002311
C0018681	http://dikb.org/ad#C0018681	http://purl.obolibrary.org/obo/HP_0002315
C0917805	http://dikb.org/ad#C0917805	http://purl.obolibrary.org/obo/HP_0002326
C0013144	http://dikb.org/ad#C0013144	http://purl.obolibrary.org/obo/HP_0002329
C0020258	http://dikb.org/ad#C0020258	http://purl.obolibrary.org/obo/HP_0002343
C0270612	http://dikb.org/ad#C0270612	http://purl.obolibrary.org/obo/HP_0002352
C0151611	http://dikb.org/ad#C0151611	http://purl.obolibrary.org/obo/HP_0002353
C0002622	http://dikb.org/ad#C0002622	http://purl.obolibrary.org/obo/HP_0002354
C0233794	http://dikb.org/ad#C0233794	http://purl.obolibrary.org/obo/HP_0002354
C0542476	http://dikb.org/ad#C0542476	http://purl.obolibrary.org/obo/HP_0002354
C0037317	http://dikb.org/ad#C0037317	http://purl.obolibrary.org/obo/HP_0002360
C0235162	http://dikb.org/ad#C0235162	http://purl.obolibrary.org/obo/HP_0002360
C0233763	http://dikb.org/ad#C0233763	http://purl.obolibrary.org/obo/HP_0002367
C0086439	http://dikb.org/ad#C0086439	http://purl.obolibrary.org/obo/HP_0002375
C0003537	http://dikb.org/ad#C0003537	http://purl.obolibrary.org/obo/HP_0002381
C0014038	http://dikb.org/ad#C0014038	http://purl.obolibrary.org/obo/HP_0002383
C0023520	http://dikb.org/ad#C0023520	http://purl.obolibrary.org/obo/HP_0002415
C3887640	http://dikb.org/ad#C3887640	http://purl.obolibrary.org/obo/HP_0002446
C0023015	http://dikb.org/ad#C0023015	http://purl.obolibrary.org/obo/HP_0002463
C0422895	http://dikb.org/ad#C0422895	http://purl.obolibrary.org/obo/HP_0002476
C0019151	http://dikb.org/ad#C0019151	http://purl.obolibrary.org/obo/HP_0002480
C0948163	http://dikb.org/ad#C0948163	http://purl.obolibrary.org/obo/HP_0002500
C0002395	http://dikb.org/ad#C0002395	http://purl.obolibrary.org/obo/HP_0002511
C0085639	http://dikb.org/ad#C0085639	http://purl.obolibrary.org/obo/HP_0002527
C0333454	http://dikb.org/ad#C0333454	http://purl.obolibrary.org/obo/HP_0002528
C0241657	http://dikb.org/ad#C0241657	http://purl.obolibrary.org/obo/HP_0002597
C0015732	http://dikb.org/ad#C0015732	http://purl.obolibrary.org/obo/HP_0002607
C0007570	http://dikb.org/ad#C0007570	http://purl.obolibrary.org/obo/HP_0002608
C0008312	http://dikb.org/ad#C0008312	http://purl.obolibrary.org/obo/HP_0002613
C0020649	http://dikb.org/ad#C0020649	http://purl.obolibrary.org/obo/HP_0002615
C0002940	http://dikb.org/ad#C0002940	http://purl.obolibrary.org/obo/HP_0002617
C0004153	http://dikb.org/ad#C0004153	http://purl.obolibrary.org/obo/HP_0002621
C0149871	http://dikb.org/ad#C0149871	http://purl.obolibrary.org/obo/HP_0002625
C0042384	http://dikb.org/ad#C0042384	http://purl.obolibrary.org/obo/HP_0002633
C0917798	http://dikb.org/ad#C0917798	http://purl.obolibrary.org/obo/HP_0002637
C0027651	http://dikb.org/ad#C0027651	http://purl.obolibrary.org/obo/HP_0002664
C0024299	http://dikb.org/ad#C0024299	http://purl.obolibrary.org/obo/HP_0002665
C0239998	http://dikb.org/ad#C0239998	http://purl.obolibrary.org/obo/HP_0002719
C0021051	http://dikb.org/ad#C0021051	http://purl.obolibrary.org/obo/HP_0002721
C0024141	http://dikb.org/ad#C0024141	http://purl.obolibrary.org/obo/HP_0002725
C0035579	http://dikb.org/ad#C0035579	http://purl.obolibrary.org/obo/HP_0002748
C0029442	http://dikb.org/ad#C0029442	http://purl.obolibrary.org/obo/HP_0002749
C0029408	http://dikb.org/ad#C0029408	http://purl.obolibrary.org/obo/HP_0002758
C1260922	http://dikb.org/ad#C1260922	http://purl.obolibrary.org/obo/HP_0002795
C0025286	http://dikb.org/ad#C0025286	http://purl.obolibrary.org/obo/HP_0002858
C0751688	http://dikb.org/ad#C0751688	http://purl.obolibrary.org/obo/HP_0002860
C0025202	http://dikb.org/ad#C0025202	http://purl.obolibrary.org/obo/HP_0002861
C0520679	http://dikb.org/ad#C0520679	http://purl.obolibrary.org/obo/HP_0002870
C1843643	http://dikb.org/ad#C1843643	http://purl.obolibrary.org/obo/HP_0002877
C1145670	http://dikb.org/ad#C1145670	http://purl.obolibrary.org/obo/HP_0002878
C0549473	http://dikb.org/ad#C0549473	http://purl.obolibrary.org/obo/HP_0002890
C0279000	http://dikb.org/ad#C0279000	http://purl.obolibrary.org/obo/HP_0002896
C0020625	http://dikb.org/ad#C0020625	http://purl.obolibrary.org/obo/HP_0002902
C0085681	http://dikb.org/ad#C0085681	http://purl.obolibrary.org/obo/HP_0002905
C0151583	http://dikb.org/ad#C0151583	http://purl.obolibrary.org/obo/HP_0002921
C0004368	http://dikb.org/ad#C0004368	http://purl.obolibrary.org/obo/HP_0002960
C0678222	http://dikb.org/ad#C0678222	http://purl.obolibrary.org/obo/HP_0003002
C0007102	http://dikb.org/ad#C0007102	http://purl.obolibrary.org/obo/HP_0003003
C0027819	http://dikb.org/ad#C0027819	http://purl.obolibrary.org/obo/HP_0003006
C0022408	http://dikb.org/ad#C0022408	http://purl.obolibrary.org/obo/HP_0003040
C0020437	http://dikb.org/ad#C0020437	http://purl.obolibrary.org/obo/HP_0003072
C0020456	http://dikb.org/ad#C0020456	http://purl.obolibrary.org/obo/HP_0003074
C0020473	http://dikb.org/ad#C0020473	http://purl.obolibrary.org/obo/HP_0003077
C0001622	http://dikb.org/ad#C0001622	http://purl.obolibrary.org/obo/HP_0003118
C0242339	http://dikb.org/ad#C0242339	http://purl.obolibrary.org/obo/HP_0003119
C0020443	http://dikb.org/ad#C0020443	http://purl.obolibrary.org/obo/HP_0003124
C0151718	http://dikb.org/ad#C0151718	http://purl.obolibrary.org/obo/HP_0003146
C0026848	http://dikb.org/ad#C0026848	http://purl.obolibrary.org/obo/HP_0003198
C0021364	http://dikb.org/ad#C0021364	http://purl.obolibrary.org/obo/HP_0003251
C0005779	http://dikb.org/ad#C0005779	http://purl.obolibrary.org/obo/HP_0003256
C4021734	http://dikb.org/ad#C4021734	http://purl.obolibrary.org/obo/HP_0003287
C0240421	http://dikb.org/ad#C0240421	http://purl.obolibrary.org/obo/HP_0003323
C0030554	http://dikb.org/ad#C0030554	http://purl.obolibrary.org/obo/HP_0003401
C0024031	http://dikb.org/ad#C0024031	http://purl.obolibrary.org/obo/HP_0003419
C0544820	http://dikb.org/ad#C0544820	http://purl.obolibrary.org/obo/HP_0003429
C0522224	http://dikb.org/ad#C0522224	http://purl.obolibrary.org/obo/HP_0003470
C0026850	http://dikb.org/ad#C0026850	http://purl.obolibrary.org/obo/HP_0003560
C4025592	http://dikb.org/ad#C4025592	http://purl.obolibrary.org/obo/HP_0003584
C0162595	http://dikb.org/ad#C0162595	http://purl.obolibrary.org/obo/HP_0003613
C0206132	http://dikb.org/ad#C0206132	http://purl.obolibrary.org/obo/HP_0003674
C0221629	http://dikb.org/ad#C0221629	http://purl.obolibrary.org/obo/HP_0003701
C0544966	http://dikb.org/ad#C0544966	http://purl.obolibrary.org/obo/HP_0003736
C0333773	http://dikb.org/ad#C0333773	http://purl.obolibrary.org/obo/HP_0003805
C1837514	http://dikb.org/ad#C1837514	http://purl.obolibrary.org/obo/HP_0003812
C0595939	http://dikb.org/ad#C0595939	http://purl.obolibrary.org/obo/HP_0003826
C0043094	http://dikb.org/ad#C0043094	http://purl.obolibrary.org/obo/HP_0004324
C1262477	http://dikb.org/ad#C1262477	http://purl.obolibrary.org/obo/HP_0004325
C0162429	http://dikb.org/ad#C0162429	http://purl.obolibrary.org/obo/HP_0004395
C0232462	http://dikb.org/ad#C0232462	http://purl.obolibrary.org/obo/HP_0004396
C0030920	http://dikb.org/ad#C0030920	http://purl.obolibrary.org/obo/HP_0004398
C0008677	http://dikb.org/ad#C0008677	http://purl.obolibrary.org/obo/HP_0004469
C0004239	http://dikb.org/ad#C0004239	http://purl.obolibrary.org/obo/HP_0004749
C0039240	http://dikb.org/ad#C0039240	http://purl.obolibrary.org/obo/HP_0004755
C0042514	http://dikb.org/ad#C0042514	http://purl.obolibrary.org/obo/HP_0004756
C0235480	http://dikb.org/ad#C0235480	http://purl.obolibrary.org/obo/HP_0004757
C0023467	http://dikb.org/ad#C0023467	http://purl.obolibrary.org/obo/HP_0004808
C0023487	http://dikb.org/ad#C0023487	http://purl.obolibrary.org/obo/HP_0004836
C0042842	http://dikb.org/ad#C0042842	http://purl.obolibrary.org/obo/HP_0004905
C0042487	http://dikb.org/ad#C0042487	http://purl.obolibrary.org/obo/HP_0004936
C0409959	http://dikb.org/ad#C0409959	http://purl.obolibrary.org/obo/HP_0005086
C0004238	http://dikb.org/ad#C0004238	http://purl.obolibrary.org/obo/HP_0005110
C0162871	http://dikb.org/ad#C0162871	http://purl.obolibrary.org/obo/HP_0005112
C0242231	http://dikb.org/ad#C0242231	http://purl.obolibrary.org/obo/HP_0005145
C0002949	http://dikb.org/ad#C0002949	http://purl.obolibrary.org/obo/HP_0005294
C0162297	http://dikb.org/ad#C0162297	http://purl.obolibrary.org/obo/HP_0005943
C0011860	http://dikb.org/ad#C0011860	http://purl.obolibrary.org/obo/HP_0005978
C0024117	http://dikb.org/ad#C0024117	http://purl.obolibrary.org/obo/HP_0006510
C0042721	http://dikb.org/ad#C0042721	http://purl.obolibrary.org/obo/HP_0006562
C1541923	http://dikb.org/ad#C1541923	http://purl.obolibrary.org/obo/HP_0006689
C0685938	http://dikb.org/ad#C0685938	http://purl.obolibrary.org/obo/HP_0006749
C0026764	http://dikb.org/ad#C0026764	http://purl.obolibrary.org/obo/HP_0006775
C0556281	http://dikb.org/ad#C0556281	http://purl.obolibrary.org/obo/HP_0007010
C1263846	http://dikb.org/ad#C1263846	http://purl.obolibrary.org/obo/HP_0007018
C0750929	http://dikb.org/ad#C0750929	http://purl.obolibrary.org/obo/HP_0007099
C0344329	http://dikb.org/ad#C0344329	http://purl.obolibrary.org/obo/HP_0007185
C0041657	http://dikb.org/ad#C0041657	http://purl.obolibrary.org/obo/HP_0007185
C0015469	http://dikb.org/ad#C0015469	http://purl.obolibrary.org/obo/HP_0007209
C0087012	http://dikb.org/ad#C0087012	http://purl.obolibrary.org/obo/HP_0007263
C0026847	http://dikb.org/ad#C0026847	http://purl.obolibrary.org/obo/HP_0007269
C0005586	http://dikb.org/ad#C0005586	http://purl.obolibrary.org/obo/HP_0007302
C0154671	http://dikb.org/ad#C0154671	http://purl.obolibrary.org/obo/HP_0007313
C0002736	http://dikb.org/ad#C0002736	http://purl.obolibrary.org/obo/HP_0007354
C0751495	http://dikb.org/ad#C0751495	http://purl.obolibrary.org/obo/HP_0007359
C0580104	http://dikb.org/ad#C0580104	http://purl.obolibrary.org/obo/HP_0007663
C0151891	http://dikb.org/ad#C0151891	http://purl.obolibrary.org/obo/HP_0007894
C0234708	http://dikb.org/ad#C0234708	http://purl.obolibrary.org/obo/HP_0007906
C0025322	http://dikb.org/ad#C0025322	http://purl.obolibrary.org/obo/HP_0008209
C0271790	http://dikb.org/ad#C0271790	http://purl.obolibrary.org/obo/HP_0008223
C1864954	http://dikb.org/ad#C1864954	http://purl.obolibrary.org/obo/HP_0008283
C0268528	http://dikb.org/ad#C0268528	http://purl.obolibrary.org/obo/HP_0008358
C0022672	http://dikb.org/ad#C0022672	http://purl.obolibrary.org/obo/HP_0008682
C0424323	http://dikb.org/ad#C0424323	http://purl.obolibrary.org/obo/HP_0008760
C0233762	http://dikb.org/ad#C0233762	http://purl.obolibrary.org/obo/HP_0008765
C0521532	http://dikb.org/ad#C0521532	http://purl.obolibrary.org/obo/HP_0009113
C0004114	http://dikb.org/ad#C0004114	http://purl.obolibrary.org/obo/HP_0009592
C0017638	http://dikb.org/ad#C0017638	http://purl.obolibrary.org/obo/HP_0009733
C0085207	http://dikb.org/ad#C0085207	http://purl.obolibrary.org/obo/HP_0009800
C0442874	http://dikb.org/ad#C0442874	http://purl.obolibrary.org/obo/HP_0009830
C0038450	http://dikb.org/ad#C0038450	http://purl.obolibrary.org/obo/HP_0010307
C1510417	http://dikb.org/ad#C1510417	http://purl.obolibrary.org/obo/HP_0010521
C0476254	http://dikb.org/ad#C0476254	http://purl.obolibrary.org/obo/HP_0010522
C0476254	http://dikb.org/ad#C0476254	http://purl.obolibrary.org/obo/HP_0010523
C0037315	http://dikb.org/ad#C0037315	http://purl.obolibrary.org/obo/HP_0010535
C0206734	http://dikb.org/ad#C0206734	http://purl.obolibrary.org/obo/HP_0010797
C0004134	http://dikb.org/ad#C0004134	http://purl.obolibrary.org/obo/HP_0010867
C0268576	http://dikb.org/ad#C0268576	http://purl.obolibrary.org/obo/HP_0010911
C1148552	http://dikb.org/ad#C1148552	http://purl.obolibrary.org/obo/HP_0010982
C0042025	http://dikb.org/ad#C0042025	http://purl.obolibrary.org/obo/HP_0010992
C0205191	http://dikb.org/ad#C0205191	http://purl.obolibrary.org/obo/HP_0011010
C0002726	http://dikb.org/ad#C0002726	http://purl.obolibrary.org/obo/HP_0011034
C0149516	http://dikb.org/ad#C0149516	http://purl.obolibrary.org/obo/HP_0011109
C0016399	http://dikb.org/ad#C0016399	http://purl.obolibrary.org/obo/HP_0011153
C0221278	http://dikb.org/ad#C0221278	http://purl.obolibrary.org/obo/HP_0011273
C0085758	http://dikb.org/ad#C0085758	http://purl.obolibrary.org/obo/HP_0011286
C0554101	http://dikb.org/ad#C0554101	http://purl.obolibrary.org/obo/HP_0011473
C0026961	http://dikb.org/ad#C0026961	http://purl.obolibrary.org/obo/HP_0011499
C0600518	http://dikb.org/ad#C0600518	http://purl.obolibrary.org/obo/HP_0011506
C1260959	http://dikb.org/ad#C1260959	http://purl.obolibrary.org/obo/HP_0011510
C0003811	http://dikb.org/ad#C0003811	http://purl.obolibrary.org/obo/HP_0011675
C0272285	http://dikb.org/ad#C0272285	http://purl.obolibrary.org/obo/HP_0011874
C0035243	http://dikb.org/ad#C0035243	http://purl.obolibrary.org/obo/HP_0011947
C0032290	http://dikb.org/ad#C0032290	http://purl.obolibrary.org/obo/HP_0011951
C0268070	http://dikb.org/ad#C0268070	http://purl.obolibrary.org/obo/HP_0011967
C0085220	http://dikb.org/ad#C0085220	http://purl.obolibrary.org/obo/HP_0011970
C1456784	http://dikb.org/ad#C1456784	http://purl.obolibrary.org/obo/HP_0011999
C0023827	http://dikb.org/ad#C0023827	http://purl.obolibrary.org/obo/HP_0012034
C0005937	http://dikb.org/ad#C0005937	http://purl.obolibrary.org/obo/HP_0012062
C0017612	http://dikb.org/ad#C0017612	http://purl.obolibrary.org/obo/HP_0012108
C0019158	http://dikb.org/ad#C0019158	http://purl.obolibrary.org/obo/HP_0012115
C0025637	http://dikb.org/ad#C0025637	http://purl.obolibrary.org/obo/HP_0012119
C0376358	http://dikb.org/ad#C0376358	http://purl.obolibrary.org/obo/HP_0012125
C0024623	http://dikb.org/ad#C0024623	http://purl.obolibrary.org/obo/HP_0012126
C0178417	http://dikb.org/ad#C0178417	http://purl.obolibrary.org/obo/HP_0012154
C0019829	http://dikb.org/ad#C0019829	http://purl.obolibrary.org/obo/HP_0012189
C0079773	http://dikb.org/ad#C0079773	http://purl.obolibrary.org/obo/HP_0012192
C0033893	http://dikb.org/ad#C0033893	http://purl.obolibrary.org/obo/HP_0012228
C0276226	http://dikb.org/ad#C0276226	http://purl.obolibrary.org/obo/HP_0012302
C0013363	http://dikb.org/ad#C0013363	http://purl.obolibrary.org/obo/HP_0012332
C0015672	http://dikb.org/ad#C0015672	http://purl.obolibrary.org/obo/HP_0012378
C0020517	http://dikb.org/ad#C0020517	http://purl.obolibrary.org/obo/HP_0012393
C0085649	http://dikb.org/ad#C0085649	http://purl.obolibrary.org/obo/HP_0012398
C0011127	http://dikb.org/ad#C0011127	http://purl.obolibrary.org/obo/HP_0012399
C0020440	http://dikb.org/ad#C0020440	http://purl.obolibrary.org/obo/HP_0012416
C0700292	http://dikb.org/ad#C0700292	http://purl.obolibrary.org/obo/HP_0012418
C4551584	http://dikb.org/ad#C4551584	http://purl.obolibrary.org/obo/HP_0012444
C0035258	http://dikb.org/ad#C0035258	http://purl.obolibrary.org/obo/HP_0012452
C1853618	http://dikb.org/ad#C1853618	http://purl.obolibrary.org/obo/HP_0012520
C0030193	http://dikb.org/ad#C0030193	http://purl.obolibrary.org/obo/HP_0012531
C0150055	http://dikb.org/ad#C0150055	http://purl.obolibrary.org/obo/HP_0012532
C0024305	http://dikb.org/ad#C0024305	http://purl.obolibrary.org/obo/HP_0012539
C0001925	http://dikb.org/ad#C0001925	http://purl.obolibrary.org/obo/HP_0012592
C0730345	http://dikb.org/ad#C0730345	http://purl.obolibrary.org/obo/HP_0012594
C1561643	http://dikb.org/ad#C1561643	http://purl.obolibrary.org/obo/HP_0012622
C0456892	http://dikb.org/ad#C0456892	http://purl.obolibrary.org/obo/HP_0012641
C0332573	http://dikb.org/ad#C0332573	http://purl.obolibrary.org/obo/HP_0012733
C0311277	http://dikb.org/ad#C0311277	http://purl.obolibrary.org/obo/HP_0012743
C2945599	http://dikb.org/ad#C2945599	http://purl.obolibrary.org/obo/HP_0012825
C4019252	http://dikb.org/ad#C4019252	http://purl.obolibrary.org/obo/HP_0012830
C0238767	http://dikb.org/ad#C0238767	http://purl.obolibrary.org/obo/HP_0012832
C0205090	http://dikb.org/ad#C0205090	http://purl.obolibrary.org/obo/HP_0012834
C0205246	http://dikb.org/ad#C0205246	http://purl.obolibrary.org/obo/HP_0012837
C0205107	http://dikb.org/ad#C0205107	http://purl.obolibrary.org/obo/HP_0012840
C0205219	http://dikb.org/ad#C0205219	http://purl.obolibrary.org/obo/HP_0020034
C0276226	http://dikb.org/ad#C0276226	http://purl.obolibrary.org/obo/HP_0020098
C0016658	http://dikb.org/ad#C0016658	http://purl.obolibrary.org/obo/HP_0020110
C0022602	http://dikb.org/ad#C0022602	http://purl.obolibrary.org/obo/HP_0025127
C1444748	http://dikb.org/ad#C1444748	http://purl.obolibrary.org/obo/HP_0025204
C0037384	http://dikb.org/ad#C0037384	http://purl.obolibrary.org/obo/HP_0025267
C0436331	http://dikb.org/ad#C0436331	http://purl.obolibrary.org/obo/HP_0025285
C0332182	http://dikb.org/ad#C0332182	http://purl.obolibrary.org/obo/HP_0025304
C0004093	http://dikb.org/ad#C0004093	http://purl.obolibrary.org/obo/HP_0025406
C0242606	http://dikb.org/ad#C0242606	http://purl.obolibrary.org/obo/HP_0025464
C0424359	http://dikb.org/ad#C0424359	http://purl.obolibrary.org/obo/HP_0025479
C0497406	http://dikb.org/ad#C0497406	http://purl.obolibrary.org/obo/HP_0025502
C1504336	http://dikb.org/ad#C1504336	http://purl.obolibrary.org/obo/HP_0025569
C0000833	http://dikb.org/ad#C0000833	http://purl.obolibrary.org/obo/HP_0025615
C0085616	http://dikb.org/ad#C0085616	http://purl.obolibrary.org/obo/HP_0025637
C0027404	http://dikb.org/ad#C0027404	http://purl.obolibrary.org/obo/HP_0030050
C0014175	http://dikb.org/ad#C0014175	http://purl.obolibrary.org/obo/HP_0030127
C0338462	http://dikb.org/ad#C0338462	http://purl.obolibrary.org/obo/HP_0030219
C0233651	http://dikb.org/ad#C0233651	http://purl.obolibrary.org/obo/HP_0030223
C0007131	http://dikb.org/ad#C0007131	http://purl.obolibrary.org/obo/HP_0030358
C0205100	http://dikb.org/ad#C0205100	http://purl.obolibrary.org/obo/HP_0030646
C0205234	http://dikb.org/ad#C0205234	http://purl.obolibrary.org/obo/HP_0030650
C0007097	http://dikb.org/ad#C0007097	http://purl.obolibrary.org/obo/HP_0030731
C0240059	http://dikb.org/ad#C0240059	http://purl.obolibrary.org/obo/HP_0030746
C0151650	http://dikb.org/ad#C0151650	http://purl.obolibrary.org/obo/HP_0030760
C0007859	http://dikb.org/ad#C0007859	http://purl.obolibrary.org/obo/HP_0030833
C0085281	http://dikb.org/ad#C0085281	http://purl.obolibrary.org/obo/HP_0030858
C4293686	http://dikb.org/ad#C4293686	http://purl.obolibrary.org/obo/HP_0030891
C4293685	http://dikb.org/ad#C4293685	http://purl.obolibrary.org/obo/HP_0030892
C0001973	http://dikb.org/ad#C0001973	http://purl.obolibrary.org/obo/HP_0030955
C3178782	http://dikb.org/ad#C3178782	http://purl.obolibrary.org/obo/HP_0030965
C0007815	http://dikb.org/ad#C0007815	http://purl.obolibrary.org/obo/HP_0030998
C0027813	http://dikb.org/ad#C0027813	http://purl.obolibrary.org/obo/HP_0031002
C0151317	http://dikb.org/ad#C0151317	http://purl.obolibrary.org/obo/HP_0031035
C0600142	http://dikb.org/ad#C0600142	http://purl.obolibrary.org/obo/HP_0031217
C0011206	http://dikb.org/ad#C0011206	http://purl.obolibrary.org/obo/HP_0031258
C0036974	http://dikb.org/ad#C0036974	http://purl.obolibrary.org/obo/HP_0031273
C0020683	http://dikb.org/ad#C0020683	http://purl.obolibrary.org/obo/HP_0031274
C0016382	http://dikb.org/ad#C0016382	http://purl.obolibrary.org/obo/HP_0031284
C0022603	http://dikb.org/ad#C0022603	http://purl.obolibrary.org/obo/HP_0031287
C1260880	http://dikb.org/ad#C1260880	http://purl.obolibrary.org/obo/HP_0031417
C0035651	http://dikb.org/ad#C0035651	http://purl.obolibrary.org/obo/HP_0031472
C0424000	http://dikb.org/ad#C0424000	http://purl.obolibrary.org/obo/HP_0031589
C1536085	http://dikb.org/ad#C1536085	http://purl.obolibrary.org/obo/HP_0031609
C0205267	http://dikb.org/ad#C0205267	http://purl.obolibrary.org/obo/HP_0031796
C0235146	http://dikb.org/ad#C0235146	http://purl.obolibrary.org/obo/HP_0031844
C0004610	http://dikb.org/ad#C0004610	http://purl.obolibrary.org/obo/HP_0031864
C0235198	http://dikb.org/ad#C0235198	http://purl.obolibrary.org/obo/HP_0031987
C0005810	http://dikb.org/ad#C0005810	http://purl.obolibrary.org/obo/HP_0032223
C0497247	http://dikb.org/ad#C0497247	http://purl.obolibrary.org/obo/HP_0032263
C0241889	http://dikb.org/ad#C0241889	http://purl.obolibrary.org/obo/HP_0032316
C0392760	http://dikb.org/ad#C0392760	http://purl.obolibrary.org/obo/HP_0032320
C0856169	http://dikb.org/ad#C0856169	http://purl.obolibrary.org/obo/HP_0032654
